sample	subject	timepoint	species	cluster	within_abund	coverage	support
S13-14	S13	14	Streptococcus_parasanguinis	C3	0.0408	0.15	14
S13-14	S13	14	Streptococcus_parasanguinis	C8	0.0408	0.14	11
S13-14	S13	14	Streptococcus_parasanguinis	C9	0.0306	0.29	24
S13-14	S13	14	Streptococcus_salivarius	C5	0.2480	0.35	17
S13-14	S13	14	Streptococcus_salivarius	C11	0.2350	0.23	12
S13-14	S13	14	Streptococcus_salivarius	C10	0.1723	0.13	11
S13-14	S13	14	Streptococcus_salivarius	C17	0.0836	0.18	10
S13-14	S13	14	Streptococcus_salivarius	C6	0.0705	0.14	16
S13-14	S13	14	Streptococcus_salivarius	C0	0.0679	0.39	40
S13-14	S13	14	Streptococcus_salivarius	C7	0.0470	0.15	11
S13-14	S13	14	Streptococcus_salivarius	C1	0.0418	0.28	29
S13-14	S13	14	Streptococcus_salivarius	C2	0.0339	0.21	16
S13-14	S13	14	Streptococcus_sanguinis	C2	0.3630	0.37	38
S13-14	S13	14	Streptococcus_sanguinis	C7	0.1233	0.42	63
S13-14	S13	14	Streptococcus_sanguinis	C14	0.1164	0.12	13
S13-14	S13	14	Streptococcus_sanguinis	C5	0.1096	0.13	15
S13-14	S13	14	Streptococcus_sanguinis	C4	0.0959	0.13	15
S13-14	S13	14	Streptococcus_sanguinis	C11	0.0890	0.16	22
S13-14	S13	14	Streptococcus_sanguinis	C0	0.0548	0.14	16
S13-14	S13	14	Streptococcus_sanguinis	C12	0.0479	0.12	14
S13-14	S13	14	Veillonella_atypica	C10	0.2321	0.43	63
S13-14	S13	14	Veillonella_atypica	C1	0.1250	0.30	41
S13-14	S13	14	Veillonella_atypica	C11	0.1071	0.22	12
S13-14	S13	14	Veillonella_atypica	C2	0.0893	0.38	58
S13-14	S13	14	Veillonella_atypica	C3	0.0893	0.17	22
S13-14	S13	14	Veillonella_atypica	C8	0.0893	0.31	43
S13-14	S13	14	Veillonella_atypica	C6	0.0714	0.15	21
S13-14	S13	14	Veillonella_atypica	C7	0.0714	0.27	23
S13-14	S13	14	Veillonella_atypica	C5	0.0536	0.20	17
S13-14	S13	14	Veillonella_atypica	C4	0.0357	0.26	24
S13-14	S13	14	Veillonella_atypica	C9	0.0357	0.17	13
S13-14	S13	14	Veillonella_dispar	C9	0.1728	0.22	45
S13-14	S13	14	Veillonella_dispar	C7	0.1399	0.43	44
S13-14	S13	14	Veillonella_dispar	C10	0.1317	0.18	14
S13-14	S13	14	Veillonella_dispar	C14	0.1070	0.28	22
S13-14	S13	14	Veillonella_dispar	C2	0.0905	0.24	14
S13-14	S13	14	Veillonella_dispar	C4	0.0823	0.32	10
S13-14	S13	14	Veillonella_dispar	C8	0.0617	0.16	15
S13-14	S13	14	Veillonella_dispar	C12	0.0494	0.26	25
S13-14	S13	14	Veillonella_dispar	C1	0.0412	0.63	293
S13-14	S13	14	Veillonella_dispar	C5	0.0412	0.24	15
S13-14	S13	14	Veillonella_dispar	C6	0.0412	0.25	28
S13-14	S13	14	Veillonella_dispar	C11	0.0412	0.24	25
S13-14	S13	14	Veillonella_parvula	C5	0.1299	0.26	16
S13-14	S13	14	Veillonella_parvula	C3	0.1169	0.27	22
S13-14	S13	14	Veillonella_parvula	C7	0.1169	0.34	32
S13-14	S13	14	Veillonella_parvula	C6	0.1039	0.15	11
S13-14	S13	14	Veillonella_parvula	C9	0.1039	0.32	33
S13-14	S13	14	Veillonella_parvula	C10	0.1039	0.32	31
S13-14	S13	14	Veillonella_parvula	C11	0.0909	0.24	15
S13-14	S13	14	Veillonella_parvula	C0	0.0779	0.22	20
S13-14	S13	14	Veillonella_parvula	C2	0.0779	0.21	12
S13-14	S13	14	Veillonella_parvula	C12	0.0779	0.22	16
S13-1	S13	1	Actinomyces_odontolyticus	C5	1.0000	0.32	309
S13-1	S13	1	Gemella_haemolysans	C8	0.4031	0.41	27
S13-1	S13	1	Gemella_haemolysans	C10	0.1550	0.34	14
S13-1	S13	1	Gemella_haemolysans	C3	0.1085	0.27	13
S13-1	S13	1	Gemella_haemolysans	C6	0.1085	0.11	10
S13-1	S13	1	Gemella_haemolysans	C9	0.0853	0.12	12
S13-1	S13	1	Gemella_haemolysans	C5	0.0775	0.32	11
S13-1	S13	1	Gemella_haemolysans	C4	0.0620	0.21	11
S13-1	S13	1	Granulicatella_adiacens	C3	0.2727	0.13	19
S13-1	S13	1	Granulicatella_adiacens	C9	0.2727	0.21	62
S13-1	S13	1	Granulicatella_adiacens	C8	0.2424	0.17	55
S13-1	S13	1	Granulicatella_adiacens	C5	0.2121	0.10	11
S13-1	S13	1	Haemophilus_parainfluenzae	C14	0.0943	0.27	24
S13-1	S13	1	Haemophilus_parainfluenzae	C1	0.0875	0.26	38
S13-1	S13	1	Haemophilus_parainfluenzae	C4	0.0875	0.41	69
S13-1	S13	1	Haemophilus_parainfluenzae	C3	0.0808	0.36	62
S13-1	S13	1	Haemophilus_parainfluenzae	C0	0.0741	0.21	37
S13-1	S13	1	Haemophilus_parainfluenzae	C6	0.0741	0.20	26
S13-1	S13	1	Haemophilus_parainfluenzae	C19	0.0741	0.31	44
S13-1	S13	1	Haemophilus_parainfluenzae	C7	0.0606	0.19	28
S13-1	S13	1	Haemophilus_parainfluenzae	C15	0.0606	0.30	32
S13-1	S13	1	Haemophilus_parainfluenzae	C8	0.0539	0.18	32
S13-1	S13	1	Haemophilus_parainfluenzae	C12	0.0471	0.18	22
S13-1	S13	1	Haemophilus_parainfluenzae	C13	0.0471	0.19	29
S13-1	S13	1	Haemophilus_parainfluenzae	C9	0.0438	0.17	22
S13-1	S13	1	Haemophilus_parainfluenzae	C11	0.0438	0.16	13
S13-1	S13	1	Haemophilus_parainfluenzae	C18	0.0370	0.10	14
S13-1	S13	1	Haemophilus_parainfluenzae	C5	0.0337	0.19	23
S13-1	S13	1	Neisseria_subflava	C0	0.1895	0.24	140
S13-1	S13	1	Neisseria_subflava	C8	0.1696	0.17	25
S13-1	S13	1	Neisseria_subflava	C3	0.1397	0.23	135
S13-1	S13	1	Neisseria_subflava	C7	0.1297	0.30	38
S13-1	S13	1	Neisseria_subflava	C5	0.0973	0.28	129
S13-1	S13	1	Neisseria_subflava	C2	0.0898	0.22	144
S13-1	S13	1	Neisseria_subflava	C1	0.0648	0.57	332
S13-1	S13	1	Neisseria_subflava	C6	0.0648	0.26	134
S13-1	S13	1	Neisseria_subflava	C4	0.0549	0.30	148
S13-1	S13	1	Porphyromonas_gingivalis	C12	0.3636	0.23	36
S13-1	S13	1	Porphyromonas_gingivalis	C14	0.2238	0.12	12
S13-1	S13	1	Porphyromonas_gingivalis	C8	0.2098	0.11	10
S13-1	S13	1	Porphyromonas_gingivalis	C2	0.2028	0.12	11
S13-1	S13	1	Prevotella_melaninogenica	C4	0.1739	0.21	57
S13-1	S13	1	Prevotella_melaninogenica	C0	0.1304	0.22	48
S13-1	S13	1	Prevotella_melaninogenica	C7	0.1304	0.19	63
S13-1	S13	1	Prevotella_melaninogenica	C9	0.1304	0.30	105
S13-1	S13	1	Prevotella_melaninogenica	C1	0.0870	0.42	194
S13-1	S13	1	Prevotella_melaninogenica	C2	0.0870	0.17	33
S13-1	S13	1	Prevotella_melaninogenica	C3	0.0870	0.13	24
S13-1	S13	1	Prevotella_melaninogenica	C8	0.0870	0.28	85
S13-1	S13	1	Prevotella_melaninogenica	C10	0.0870	0.13	33
S13-1	S13	1	Rothia_dentocariosa	C10	0.6667	0.14	19
S13-1	S13	1	Rothia_dentocariosa	C12	0.3333	0.11	14
S13-1	S13	1	Rothia_mucilaginosa	C1	0.3929	0.13	67
S13-1	S13	1	Rothia_mucilaginosa	C4	0.2786	0.12	53
S13-1	S13	1	Rothia_mucilaginosa	C10	0.2500	0.22	135
S13-1	S13	1	Rothia_mucilaginosa	C3	0.0429	0.13	43
S13-1	S13	1	Rothia_mucilaginosa	C5	0.0357	0.12	47
S13-1	S13	1	Streptococcus_gordonii	C6	0.3600	0.13	14
S13-1	S13	1	Streptococcus_gordonii	C4	0.2400	0.21	10
S13-1	S13	1	Streptococcus_gordonii	C9	0.2400	0.12	13
S13-1	S13	1	Streptococcus_gordonii	C10	0.1600	0.24	13
S13-1	S13	1	Streptococcus_mitis	C13	0.1602	0.25	32
S13-1	S13	1	Streptococcus_mitis	C2	0.1286	0.25	39
S13-1	S13	1	Streptococcus_mitis	C12	0.0874	0.29	44
S13-1	S13	1	Streptococcus_mitis	C10	0.0850	0.22	32
S13-1	S13	1	Streptococcus_mitis	C0	0.0680	0.27	45
S13-1	S13	1	Streptococcus_mitis	C7	0.0680	0.30	35
S13-1	S13	1	Streptococcus_mitis	C1	0.0631	0.42	45
S13-1	S13	1	Streptococcus_mitis	C4	0.0631	0.33	53
S13-1	S13	1	Streptococcus_mitis	C14	0.0631	0.31	51
S13-1	S13	1	Streptococcus_mitis	C11	0.0485	0.25	35
S13-1	S13	1	Streptococcus_mitis	C3	0.0461	0.38	40
S13-1	S13	1	Streptococcus_mitis	C8	0.0340	0.21	31
S13-1	S13	1	Streptococcus_mitis	C15	0.0340	0.17	22
S13-1	S13	1	Streptococcus_mitis	C5	0.0267	0.28	46
S13-1	S13	1	Streptococcus_mitis	C6	0.0243	0.36	56
S13-1	S13	1	Streptococcus_oralis	C19	0.1442	0.19	18
S13-1	S13	1	Streptococcus_oralis	C12	0.1250	0.30	27
S13-1	S13	1	Streptococcus_oralis	C7	0.0962	0.22	17
S13-1	S13	1	Streptococcus_oralis	C4	0.0865	0.21	15
S13-1	S13	1	Streptococcus_oralis	C20	0.0673	0.19	16
S13-1	S13	1	Streptococcus_oralis	C10	0.0625	0.19	14
S13-1	S13	1	Streptococcus_oralis	C0	0.0577	0.22	25
S13-1	S13	1	Streptococcus_oralis	C14	0.0481	0.17	13
S13-1	S13	1	Streptococcus_oralis	C15	0.0481	0.19	18
S13-1	S13	1	Streptococcus_oralis	C16	0.0481	0.14	18
S13-1	S13	1	Streptococcus_oralis	C21	0.0481	0.14	13
S13-1	S13	1	Streptococcus_oralis	C3	0.0385	0.23	39
S13-1	S13	1	Streptococcus_oralis	C22	0.0385	0.21	42
S13-1	S13	1	Streptococcus_oralis	C5	0.0337	0.25	22
S13-1	S13	1	Streptococcus_oralis	C2	0.0288	0.19	26
S13-1	S13	1	Streptococcus_oralis	C6	0.0288	0.18	22
S13-1	S13	1	Streptococcus_parasanguinis	C1	1.0000	0.13	10
S13-1	S13	1	Streptococcus_salivarius	C0	0.6667	0.33	26
S13-1	S13	1	Streptococcus_salivarius	C1	0.3333	0.19	11
S13-1	S13	1	Streptococcus_sanguinis	C14	0.1458	0.12	15
S13-1	S13	1	Streptococcus_sanguinis	C7	0.1354	0.12	16
S13-1	S13	1	Streptococcus_sanguinis	C0	0.1042	0.20	24
S13-1	S13	1	Streptococcus_sanguinis	C5	0.0833	0.19	20
S13-1	S13	1	Streptococcus_sanguinis	C6	0.0833	0.11	10
S13-1	S13	1	Streptococcus_sanguinis	C12	0.0833	0.14	15
S13-1	S13	1	Streptococcus_sanguinis	C2	0.0625	0.13	11
S13-1	S13	1	Streptococcus_sanguinis	C10	0.0625	0.18	36
S13-1	S13	1	Streptococcus_sanguinis	C11	0.0625	0.11	13
S13-1	S13	1	Streptococcus_sanguinis	C15	0.0625	0.23	18
S13-1	S13	1	Streptococcus_sanguinis	C22	0.0625	0.22	22
S13-1	S13	1	Streptococcus_sanguinis	C4	0.0521	0.11	12
S13-1	S13	1	Veillonella_atypica	C8	0.4444	0.19	26
S13-1	S13	1	Veillonella_atypica	C10	0.4444	0.34	47
S13-1	S13	1	Veillonella_atypica	C2	0.1111	0.24	15
S13-1	S13	1	Veillonella_dispar	C7	0.6226	0.34	32
S13-1	S13	1	Veillonella_dispar	C1	0.1132	0.49	201
S13-1	S13	1	Veillonella_dispar	C2	0.1132	0.19	11
S13-1	S13	1	Veillonella_dispar	C6	0.0755	0.14	11
S13-1	S13	1	Veillonella_dispar	C14	0.0755	0.16	10
S13-1	S13	1	Veillonella_parvula	C3	0.3448	0.13	10
S13-1	S13	1	Veillonella_parvula	C10	0.2414	0.15	11
S13-1	S13	1	Veillonella_parvula	C7	0.2069	0.16	14
S13-1	S13	1	Veillonella_parvula	C9	0.2069	0.19	15
S13-2	S13	2	Haemophilus_parainfluenzae	C19	0.2692	0.24	34
S13-2	S13	2	Haemophilus_parainfluenzae	C15	0.2308	0.18	18
S13-2	S13	2	Haemophilus_parainfluenzae	C0	0.1154	0.14	20
S13-2	S13	2	Haemophilus_parainfluenzae	C3	0.1154	0.10	14
S13-2	S13	2	Haemophilus_parainfluenzae	C14	0.1154	0.19	13
S13-2	S13	2	Haemophilus_parainfluenzae	C1	0.0769	0.12	10
S13-2	S13	2	Haemophilus_parainfluenzae	C4	0.0769	0.11	11
S13-2	S13	2	Neisseria_subflava	C0	0.1538	0.16	82
S13-2	S13	2	Neisseria_subflava	C8	0.1538	0.16	24
S13-2	S13	2	Neisseria_subflava	C4	0.1282	0.21	90
S13-2	S13	2	Neisseria_subflava	C3	0.1026	0.17	87
S13-2	S13	2	Neisseria_subflava	C5	0.1026	0.21	82
S13-2	S13	2	Neisseria_subflava	C6	0.1026	0.22	107
S13-2	S13	2	Neisseria_subflava	C7	0.1026	0.30	37
S13-2	S13	2	Neisseria_subflava	C1	0.0769	0.30	148
S13-2	S13	2	Neisseria_subflava	C2	0.0769	0.18	102
S13-2	S13	2	Prevotella_melaninogenica	C9	0.7500	0.12	39
S13-2	S13	2	Prevotella_melaninogenica	C1	0.2500	0.15	37
S13-2	S13	2	Rothia_mucilaginosa	C1	0.6000	0.10	42
S13-2	S13	2	Rothia_mucilaginosa	C10	0.4000	0.17	81
S13-2	S13	2	Streptococcus_mitis	C13	0.1636	0.17	17
S13-2	S13	2	Streptococcus_mitis	C2	0.1182	0.13	18
S13-2	S13	2	Streptococcus_mitis	C15	0.1091	0.10	13
S13-2	S13	2	Streptococcus_mitis	C3	0.0909	0.10	11
S13-2	S13	2	Streptococcus_mitis	C7	0.0909	0.16	16
S13-2	S13	2	Streptococcus_mitis	C14	0.0727	0.11	16
S13-2	S13	2	Streptococcus_mitis	C4	0.0636	0.19	26
S13-2	S13	2	Streptococcus_mitis	C5	0.0545	0.15	21
S13-2	S13	2	Streptococcus_mitis	C6	0.0545	0.17	21
S13-2	S13	2	Streptococcus_mitis	C10	0.0545	0.10	11
S13-2	S13	2	Streptococcus_mitis	C11	0.0545	0.11	12
S13-2	S13	2	Streptococcus_mitis	C1	0.0364	0.17	11
S13-2	S13	2	Streptococcus_mitis	C12	0.0364	0.13	17
S13-2	S13	2	Streptococcus_oralis	C2	0.2667	0.12	19
S13-2	S13	2	Streptococcus_oralis	C3	0.2667	0.13	15
S13-2	S13	2	Streptococcus_oralis	C22	0.2000	0.13	16
S13-2	S13	2	Streptococcus_oralis	C17	0.1333	0.18	17
S13-2	S13	2	Streptococcus_oralis	C18	0.1333	0.18	19
S13-2	S13	2	Streptococcus_sanguinis	C4	0.5000	0.14	16
S13-2	S13	2	Streptococcus_sanguinis	C10	0.2500	0.11	16
S13-2	S13	2	Streptococcus_sanguinis	C12	0.2500	0.12	10
S13-6	S13	6	Actinomyces_odontolyticus	C4	0.2105	0.29	553
S13-6	S13	6	Actinomyces_odontolyticus	C6	0.2105	0.53	1007
S13-6	S13	6	Actinomyces_odontolyticus	C1	0.1579	0.17	186
S13-6	S13	6	Actinomyces_odontolyticus	C7	0.1579	0.14	151
S13-6	S13	6	Actinomyces_odontolyticus	C9	0.1579	0.11	154
S13-6	S13	6	Actinomyces_odontolyticus	C2	0.1053	0.14	165
S13-6	S13	6	Gemella_haemolysans	C6	0.7606	0.48	56
S13-6	S13	6	Gemella_haemolysans	C13	0.1690	0.26	11
S13-6	S13	6	Gemella_haemolysans	C9	0.0704	0.10	11
S13-6	S13	6	Granulicatella_adiacens	C6	0.2439	0.17	12
S13-6	S13	6	Granulicatella_adiacens	C7	0.1138	0.19	10
S13-6	S13	6	Granulicatella_adiacens	C2	0.0976	0.32	20
S13-6	S13	6	Granulicatella_adiacens	C3	0.0813	0.23	35
S13-6	S13	6	Granulicatella_adiacens	C4	0.0813	0.24	13
S13-6	S13	6	Granulicatella_adiacens	C8	0.0813	0.31	100
S13-6	S13	6	Granulicatella_adiacens	C9	0.0813	0.31	101
S13-6	S13	6	Granulicatella_adiacens	C10	0.0813	0.24	13
S13-6	S13	6	Granulicatella_adiacens	C11	0.0813	0.22	15
S13-6	S13	6	Granulicatella_adiacens	C5	0.0569	0.15	18
S13-6	S13	6	Haemophilus_parainfluenzae	C2	0.1645	0.22	37
S13-6	S13	6	Haemophilus_parainfluenzae	C6	0.0952	0.25	33
S13-6	S13	6	Haemophilus_parainfluenzae	C17	0.0895	0.17	36
S13-6	S13	6	Haemophilus_parainfluenzae	C19	0.0851	0.38	54
S13-6	S13	6	Haemophilus_parainfluenzae	C16	0.0693	0.20	45
S13-6	S13	6	Haemophilus_parainfluenzae	C1	0.0664	0.41	61
S13-6	S13	6	Haemophilus_parainfluenzae	C3	0.0664	0.36	63
S13-6	S13	6	Haemophilus_parainfluenzae	C13	0.0664	0.26	40
S13-6	S13	6	Haemophilus_parainfluenzae	C4	0.0519	0.38	59
S13-6	S13	6	Haemophilus_parainfluenzae	C15	0.0418	0.34	37
S13-6	S13	6	Haemophilus_parainfluenzae	C0	0.0404	0.29	52
S13-6	S13	6	Haemophilus_parainfluenzae	C12	0.0346	0.28	30
S13-6	S13	6	Haemophilus_parainfluenzae	C8	0.0289	0.26	44
S13-6	S13	6	Haemophilus_parainfluenzae	C14	0.0260	0.44	39
S13-6	S13	6	Haemophilus_parainfluenzae	C18	0.0260	0.24	36
S13-6	S13	6	Haemophilus_parainfluenzae	C9	0.0245	0.22	33
S13-6	S13	6	Haemophilus_parainfluenzae	C7	0.0231	0.27	34
S13-6	S13	6	Neisseria_subflava	C2	0.3798	0.34	238
S13-6	S13	6	Neisseria_subflava	C1	0.2718	0.45	256
S13-6	S13	6	Neisseria_subflava	C8	0.0662	0.26	38
S13-6	S13	6	Neisseria_subflava	C0	0.0627	0.27	142
S13-6	S13	6	Neisseria_subflava	C3	0.0627	0.24	133
S13-6	S13	6	Neisseria_subflava	C6	0.0523	0.25	120
S13-6	S13	6	Neisseria_subflava	C4	0.0348	0.28	126
S13-6	S13	6	Neisseria_subflava	C5	0.0348	0.24	94
S13-6	S13	6	Neisseria_subflava	C7	0.0348	0.34	38
S13-6	S13	6	Porphyromonas_gingivalis	C16	0.3467	0.21	21
S13-6	S13	6	Porphyromonas_gingivalis	C0	0.2933	0.12	12
S13-6	S13	6	Porphyromonas_gingivalis	C14	0.2133	0.17	17
S13-6	S13	6	Porphyromonas_gingivalis	C15	0.1467	0.11	12
S13-6	S13	6	Prevotella_melaninogenica	C4	0.1159	0.30	86
S13-6	S13	6	Prevotella_melaninogenica	C7	0.1159	0.27	82
S13-6	S13	6	Prevotella_melaninogenica	C9	0.1159	0.41	151
S13-6	S13	6	Prevotella_melaninogenica	C0	0.0870	0.32	70
S13-6	S13	6	Prevotella_melaninogenica	C1	0.0870	0.43	213
S13-6	S13	6	Prevotella_melaninogenica	C2	0.0870	0.36	77
S13-6	S13	6	Prevotella_melaninogenica	C3	0.0870	0.27	58
S13-6	S13	6	Prevotella_melaninogenica	C5	0.0870	0.17	37
S13-6	S13	6	Prevotella_melaninogenica	C10	0.0870	0.33	76
S13-6	S13	6	Prevotella_melaninogenica	C8	0.0725	0.38	117
S13-6	S13	6	Prevotella_melaninogenica	C6	0.0580	0.27	47
S13-6	S13	6	Rothia_dentocariosa	C7	0.2189	0.18	35
S13-6	S13	6	Rothia_dentocariosa	C12	0.1887	0.29	71
S13-6	S13	6	Rothia_dentocariosa	C10	0.1434	0.26	52
S13-6	S13	6	Rothia_dentocariosa	C8	0.1094	0.17	36
S13-6	S13	6	Rothia_dentocariosa	C1	0.0755	0.13	36
S13-6	S13	6	Rothia_dentocariosa	C4	0.0679	0.17	36
S13-6	S13	6	Rothia_dentocariosa	C3	0.0604	0.21	51
S13-6	S13	6	Rothia_dentocariosa	C9	0.0528	0.18	46
S13-6	S13	6	Rothia_dentocariosa	C6	0.0453	0.16	33
S13-6	S13	6	Rothia_dentocariosa	C11	0.0377	0.14	35
S13-6	S13	6	Rothia_mucilaginosa	C12	0.3011	0.19	84
S13-6	S13	6	Rothia_mucilaginosa	C11	0.1561	0.65	386
S13-6	S13	6	Rothia_mucilaginosa	C5	0.1078	0.15	63
S13-6	S13	6	Rothia_mucilaginosa	C8	0.0781	0.13	33
S13-6	S13	6	Rothia_mucilaginosa	C3	0.0743	0.16	52
S13-6	S13	6	Rothia_mucilaginosa	C9	0.0595	0.17	40
S13-6	S13	6	Rothia_mucilaginosa	C7	0.0446	0.13	28
S13-6	S13	6	Rothia_mucilaginosa	C2	0.0372	0.12	34
S13-6	S13	6	Rothia_mucilaginosa	C6	0.0372	0.13	25
S13-6	S13	6	Rothia_mucilaginosa	C4	0.0297	0.18	62
S13-6	S13	6	Rothia_mucilaginosa	C10	0.0297	0.23	124
S13-6	S13	6	Rothia_mucilaginosa	C0	0.0223	0.11	31
S13-6	S13	6	Rothia_mucilaginosa	C1	0.0223	0.17	71
S13-6	S13	6	Streptococcus_gordonii	C10	0.3051	0.21	15
S13-6	S13	6	Streptococcus_gordonii	C9	0.1356	0.21	21
S13-6	S13	6	Streptococcus_gordonii	C6	0.1186	0.16	13
S13-6	S13	6	Streptococcus_gordonii	C2	0.1017	0.25	14
S13-6	S13	6	Streptococcus_gordonii	C3	0.1017	0.33	15
S13-6	S13	6	Streptococcus_gordonii	C5	0.1017	0.18	16
S13-6	S13	6	Streptococcus_gordonii	C1	0.0678	0.30	15
S13-6	S13	6	Streptococcus_gordonii	C7	0.0678	0.27	13
S13-6	S13	6	Streptococcus_mitis	C14	0.1672	0.49	86
S13-6	S13	6	Streptococcus_mitis	C3	0.1146	0.46	51
S13-6	S13	6	Streptococcus_mitis	C6	0.0913	0.43	72
S13-6	S13	6	Streptococcus_mitis	C7	0.0898	0.45	52
S13-6	S13	6	Streptococcus_mitis	C8	0.0867	0.25	41
S13-6	S13	6	Streptococcus_mitis	C5	0.0712	0.32	57
S13-6	S13	6	Streptococcus_mitis	C1	0.0650	0.51	52
S13-6	S13	6	Streptococcus_mitis	C2	0.0604	0.29	48
S13-6	S13	6	Streptococcus_mitis	C4	0.0588	0.42	72
S13-6	S13	6	Streptococcus_mitis	C13	0.0511	0.33	36
S13-6	S13	6	Streptococcus_mitis	C15	0.0495	0.26	35
S13-6	S13	6	Streptococcus_mitis	C11	0.0372	0.28	38
S13-6	S13	6	Streptococcus_mitis	C9	0.0294	0.30	51
S13-6	S13	6	Streptococcus_mitis	C10	0.0279	0.21	26
S13-6	S13	6	Streptococcus_oralis	C6	0.1384	0.21	27
S13-6	S13	6	Streptococcus_oralis	C12	0.1146	0.48	43
S13-6	S13	6	Streptococcus_oralis	C19	0.0668	0.24	22
S13-6	S13	6	Streptococcus_oralis	C15	0.0621	0.23	22
S13-6	S13	6	Streptococcus_oralis	C18	0.0597	0.55	114
S13-6	S13	6	Streptococcus_oralis	C3	0.0573	0.40	73
S13-6	S13	6	Streptococcus_oralis	C20	0.0573	0.34	26
S13-6	S13	6	Streptococcus_oralis	C1	0.0430	0.29	13
S13-6	S13	6	Streptococcus_oralis	C14	0.0430	0.34	27
S13-6	S13	6	Streptococcus_oralis	C16	0.0406	0.28	41
S13-6	S13	6	Streptococcus_oralis	C4	0.0382	0.28	22
S13-6	S13	6	Streptococcus_oralis	C7	0.0382	0.39	29
S13-6	S13	6	Streptococcus_oralis	C2	0.0334	0.29	51
S13-6	S13	6	Streptococcus_oralis	C8	0.0334	0.38	11
S13-6	S13	6	Streptococcus_oralis	C21	0.0334	0.27	24
S13-6	S13	6	Streptococcus_oralis	C22	0.0334	0.26	51
S13-6	S13	6	Streptococcus_oralis	C0	0.0310	0.32	40
S13-6	S13	6	Streptococcus_oralis	C17	0.0286	0.36	58
S13-6	S13	6	Streptococcus_oralis	C5	0.0239	0.32	29
S13-6	S13	6	Streptococcus_oralis	C10	0.0239	0.23	14
S13-6	S13	6	Streptococcus_parasanguinis	C4	0.2258	0.13	13
S13-6	S13	6	Streptococcus_parasanguinis	C9	0.1935	0.13	10
S13-6	S13	6	Streptococcus_parasanguinis	C10	0.1935	0.11	11
S13-6	S13	6	Streptococcus_parasanguinis	C1	0.1290	0.21	16
S13-6	S13	6	Streptococcus_parasanguinis	C8	0.1290	0.21	14
S13-6	S13	6	Streptococcus_parasanguinis	C15	0.1290	0.16	17
S13-6	S13	6	Streptococcus_salivarius	C0	1.0000	0.17	11
S13-6	S13	6	Streptococcus_sanguinis	C2	0.1004	0.13	13
S13-6	S13	6	Streptococcus_sanguinis	C12	0.1004	0.15	20
S13-6	S13	6	Streptococcus_sanguinis	C14	0.1004	0.16	17
S13-6	S13	6	Streptococcus_sanguinis	C6	0.0962	0.14	16
S13-6	S13	6	Streptococcus_sanguinis	C13	0.0795	0.23	16
S13-6	S13	6	Streptococcus_sanguinis	C7	0.0753	0.15	19
S13-6	S13	6	Streptococcus_sanguinis	C19	0.0544	0.15	11
S13-6	S13	6	Streptococcus_sanguinis	C3	0.0502	0.20	12
S13-6	S13	6	Streptococcus_sanguinis	C5	0.0502	0.15	15
S13-6	S13	6	Streptococcus_sanguinis	C9	0.0502	0.41	23
S13-6	S13	6	Streptococcus_sanguinis	C15	0.0502	0.25	23
S13-6	S13	6	Streptococcus_sanguinis	C22	0.0502	0.19	22
S13-6	S13	6	Streptococcus_sanguinis	C0	0.0418	0.31	34
S13-6	S13	6	Streptococcus_sanguinis	C11	0.0418	0.25	34
S13-6	S13	6	Streptococcus_sanguinis	C10	0.0335	0.12	25
S13-6	S13	6	Streptococcus_sanguinis	C4	0.0251	0.26	28
S13-6	S13	6	Veillonella_atypica	C11	0.4906	0.19	10
S13-6	S13	6	Veillonella_atypica	C10	0.2264	0.40	59
S13-6	S13	6	Veillonella_atypica	C8	0.1698	0.24	32
S13-6	S13	6	Veillonella_atypica	C2	0.1132	0.11	16
S13-6	S13	6	Veillonella_dispar	C1	0.1913	0.61	292
S13-6	S13	6	Veillonella_dispar	C7	0.1913	0.42	42
S13-6	S13	6	Veillonella_dispar	C10	0.1739	0.11	10
S13-6	S13	6	Veillonella_dispar	C6	0.1391	0.14	18
S13-6	S13	6	Veillonella_dispar	C14	0.1043	0.22	15
S13-6	S13	6	Veillonella_dispar	C8	0.0957	0.22	19
S13-6	S13	6	Veillonella_dispar	C5	0.0522	0.18	11
S13-6	S13	6	Veillonella_dispar	C11	0.0522	0.11	12
S13-6	S13	6	Veillonella_parvula	C7	0.2222	0.23	26
S13-6	S13	6	Veillonella_parvula	C10	0.2222	0.21	18
S13-6	S13	6	Veillonella_parvula	C9	0.1905	0.29	28
S13-6	S13	6	Veillonella_parvula	C3	0.1111	0.21	14
S13-6	S13	6	Veillonella_parvula	C11	0.0952	0.27	15
S13-6	S13	6	Veillonella_parvula	C12	0.0952	0.16	10
S13-6	S13	6	Veillonella_parvula	C5	0.0635	0.26	12
S13-7	S13	7	Gemella_haemolysans	C8	1.0000	0.29	16
S13-7	S13	7	Granulicatella_adiacens	C8	0.3000	0.30	88
S13-7	S13	7	Granulicatella_adiacens	C9	0.3000	0.36	104
S13-7	S13	7	Granulicatella_adiacens	C4	0.2000	0.30	12
S13-7	S13	7	Granulicatella_adiacens	C10	0.2000	0.22	10
S13-7	S13	7	Haemophilus_parainfluenzae	C15	0.1111	0.24	28
S13-7	S13	7	Haemophilus_parainfluenzae	C11	0.1019	0.13	10
S13-7	S13	7	Haemophilus_parainfluenzae	C0	0.0926	0.23	41
