sample	subject	timepoint	species	cluster	within_abund	coverage	support
S17-11	S17	11	Gemella_haemolysans	C8	1.0000	0.26	11
S17-11	S17	11	Granulicatella_adiacens	C8	0.6667	0.13	32
S17-11	S17	11	Granulicatella_adiacens	C9	0.3333	0.11	19
S17-11	S17	11	Haemophilus_parainfluenzae	C3	0.0957	0.21	29
S17-11	S17	11	Haemophilus_parainfluenzae	C11	0.0861	0.12	10
S17-11	S17	11	Haemophilus_parainfluenzae	C19	0.0861	0.31	45
S17-11	S17	11	Haemophilus_parainfluenzae	C5	0.0766	0.17	21
S17-11	S17	11	Haemophilus_parainfluenzae	C14	0.0766	0.38	33
S17-11	S17	11	Haemophilus_parainfluenzae	C7	0.0622	0.15	19
S17-11	S17	11	Haemophilus_parainfluenzae	C1	0.0574	0.28	34
S17-11	S17	11	Haemophilus_parainfluenzae	C4	0.0574	0.24	35
S17-11	S17	11	Haemophilus_parainfluenzae	C8	0.0574	0.16	23
S17-11	S17	11	Haemophilus_parainfluenzae	C15	0.0574	0.34	34
S17-11	S17	11	Haemophilus_parainfluenzae	C0	0.0478	0.19	32
S17-11	S17	11	Haemophilus_parainfluenzae	C9	0.0478	0.11	14
S17-11	S17	11	Haemophilus_parainfluenzae	C16	0.0478	0.14	33
S17-11	S17	11	Haemophilus_parainfluenzae	C18	0.0478	0.11	15
S17-11	S17	11	Haemophilus_parainfluenzae	C13	0.0431	0.14	18
S17-11	S17	11	Haemophilus_parainfluenzae	C2	0.0287	0.12	19
S17-11	S17	11	Haemophilus_parainfluenzae	C17	0.0239	0.11	22
S17-11	S17	11	Neisseria_subflava	C8	0.1500	0.22	33
S17-11	S17	11	Neisseria_subflava	C0	0.1250	0.23	124
S17-11	S17	11	Neisseria_subflava	C5	0.1250	0.28	106
S17-11	S17	11	Neisseria_subflava	C1	0.1000	0.42	214
S17-11	S17	11	Neisseria_subflava	C2	0.1000	0.21	120
S17-11	S17	11	Neisseria_subflava	C3	0.1000	0.23	111
S17-11	S17	11	Neisseria_subflava	C4	0.1000	0.32	157
S17-11	S17	11	Neisseria_subflava	C6	0.1000	0.31	154
S17-11	S17	11	Neisseria_subflava	C7	0.1000	0.40	50
S17-11	S17	11	Porphyromonas_gingivalis	C14	1.0000	0.13	10
S17-11	S17	11	Prevotella_melaninogenica	C9	0.3333	0.16	51
S17-11	S17	11	Prevotella_melaninogenica	C1	0.2222	0.24	86
S17-11	S17	11	Prevotella_melaninogenica	C4	0.2222	0.12	30
S17-11	S17	11	Prevotella_melaninogenica	C8	0.2222	0.14	34
S17-11	S17	11	Rothia_dentocariosa	C5	0.4375	0.25	25
S17-11	S17	11	Rothia_dentocariosa	C6	0.1875	0.12	18
S17-11	S17	11	Rothia_dentocariosa	C12	0.1875	0.11	18
S17-11	S17	11	Rothia_dentocariosa	C8	0.1250	0.26	43
S17-11	S17	11	Rothia_dentocariosa	C10	0.0625	0.21	21
S17-11	S17	11	Rothia_mucilaginosa	C4	0.3636	0.17	57
S17-11	S17	11	Rothia_mucilaginosa	C10	0.3636	0.27	151
S17-11	S17	11	Rothia_mucilaginosa	C1	0.2727	0.17	66
S17-11	S17	11	Streptococcus_mitis	C13	0.1614	0.24	31
S17-11	S17	11	Streptococcus_mitis	C10	0.1166	0.12	16
S17-11	S17	11	Streptococcus_mitis	C11	0.0897	0.10	14
S17-11	S17	11	Streptococcus_mitis	C2	0.0807	0.18	29
S17-11	S17	11	Streptococcus_mitis	C12	0.0628	0.22	36
S17-11	S17	11	Streptococcus_mitis	C0	0.0538	0.12	17
S17-11	S17	11	Streptococcus_mitis	C4	0.0538	0.24	39
S17-11	S17	11	Streptococcus_mitis	C7	0.0538	0.27	28
S17-11	S17	11	Streptococcus_mitis	C1	0.0448	0.26	24
S17-11	S17	11	Streptococcus_mitis	C5	0.0448	0.21	32
S17-11	S17	11	Streptococcus_mitis	C6	0.0448	0.36	57
S17-11	S17	11	Streptococcus_mitis	C14	0.0448	0.24	38
S17-11	S17	11	Streptococcus_mitis	C15	0.0404	0.14	12
S17-11	S17	11	Streptococcus_mitis	C3	0.0359	0.24	22
S17-11	S17	11	Streptococcus_mitis	C8	0.0359	0.13	17
S17-11	S17	11	Streptococcus_mitis	C9	0.0359	0.14	25
S17-11	S17	11	Streptococcus_oralis	C7	0.1587	0.14	10
S17-11	S17	11	Streptococcus_oralis	C6	0.1270	0.11	13
S17-11	S17	11	Streptococcus_oralis	C3	0.0952	0.17	28
S17-11	S17	11	Streptococcus_oralis	C12	0.0952	0.21	16
S17-11	S17	11	Streptococcus_oralis	C16	0.0952	0.10	13
S17-11	S17	11	Streptococcus_oralis	C22	0.0952	0.12	20
S17-11	S17	11	Streptococcus_oralis	C17	0.0794	0.15	21
S17-11	S17	11	Streptococcus_oralis	C0	0.0635	0.19	15
S17-11	S17	11	Streptococcus_oralis	C2	0.0635	0.13	18
S17-11	S17	11	Streptococcus_oralis	C5	0.0635	0.16	12
S17-11	S17	11	Streptococcus_oralis	C18	0.0635	0.18	23
S17-11	S17	11	Streptococcus_sanguinis	C0	0.3333	0.20	19
S17-11	S17	11	Streptococcus_sanguinis	C4	0.3333	0.42	41
S17-11	S17	11	Streptococcus_sanguinis	C11	0.2222	0.17	17
S17-11	S17	11	Streptococcus_sanguinis	C7	0.1111	0.14	11
S17-11	S17	11	Veillonella_dispar	C7	0.9701	0.22	22
S17-11	S17	11	Veillonella_dispar	C1	0.0299	0.40	132
S17-11	S17	11	Veillonella_parvula	C12	1.0000	0.25	10
S17-12	S17	12	Gemella_haemolysans	C10	1.0000	0.25	10
S17-12	S17	12	Granulicatella_adiacens	C4	0.4330	0.28	19
S17-12	S17	12	Granulicatella_adiacens	C10	0.1856	0.22	12
S17-12	S17	12	Granulicatella_adiacens	C8	0.1753	0.13	44
S17-12	S17	12	Granulicatella_adiacens	C9	0.1443	0.16	45
S17-12	S17	12	Granulicatella_adiacens	C3	0.0619	0.10	11
S17-12	S17	12	Haemophilus_parainfluenzae	C14	0.1550	0.33	32
S17-12	S17	12	Haemophilus_parainfluenzae	C13	0.0937	0.23	37
S17-12	S17	12	Haemophilus_parainfluenzae	C9	0.0712	0.13	23
S17-12	S17	12	Haemophilus_parainfluenzae	C19	0.0667	0.31	44
S17-12	S17	12	Haemophilus_parainfluenzae	C6	0.0649	0.13	18
S17-12	S17	12	Haemophilus_parainfluenzae	C1	0.0595	0.31	48
S17-12	S17	12	Haemophilus_parainfluenzae	C3	0.0559	0.33	54
S17-12	S17	12	Haemophilus_parainfluenzae	C15	0.0550	0.37	42
S17-12	S17	12	Haemophilus_parainfluenzae	C18	0.0550	0.16	23
S17-12	S17	12	Haemophilus_parainfluenzae	C4	0.0468	0.38	66
S17-12	S17	12	Haemophilus_parainfluenzae	C8	0.0432	0.23	39
S17-12	S17	12	Haemophilus_parainfluenzae	C11	0.0414	0.17	18
S17-12	S17	12	Haemophilus_parainfluenzae	C16	0.0414	0.23	52
S17-12	S17	12	Haemophilus_parainfluenzae	C2	0.0378	0.35	63
S17-12	S17	12	Haemophilus_parainfluenzae	C5	0.0378	0.15	20
S17-12	S17	12	Haemophilus_parainfluenzae	C12	0.0288	0.16	19
S17-12	S17	12	Haemophilus_parainfluenzae	C17	0.0234	0.35	86
S17-12	S17	12	Haemophilus_parainfluenzae	C0	0.0225	0.20	34
S17-12	S17	12	Neisseria_subflava	C5	0.1340	0.25	110
S17-12	S17	12	Neisseria_subflava	C6	0.1289	0.23	124
S17-12	S17	12	Neisseria_subflava	C3	0.1237	0.19	110
S17-12	S17	12	Neisseria_subflava	C8	0.1237	0.23	32
S17-12	S17	12	Neisseria_subflava	C1	0.1134	0.37	207
S17-12	S17	12	Neisseria_subflava	C4	0.1134	0.54	296
S17-12	S17	12	Neisseria_subflava	C0	0.1031	0.21	122
S17-12	S17	12	Neisseria_subflava	C7	0.0979	0.32	42
S17-12	S17	12	Neisseria_subflava	C2	0.0619	0.20	125
S17-12	S17	12	Porphyromonas_gingivalis	C14	1.0000	0.12	12
S17-12	S17	12	Prevotella_melaninogenica	C4	0.4286	0.13	35
S17-12	S17	12	Prevotella_melaninogenica	C9	0.4286	0.15	46
S17-12	S17	12	Prevotella_melaninogenica	C1	0.1429	0.12	24
S17-12	S17	12	Rothia_dentocariosa	C5	1.0000	0.20	24
S17-12	S17	12	Rothia_mucilaginosa	C4	0.4019	0.15	56
S17-12	S17	12	Rothia_mucilaginosa	C10	0.3367	0.20	128
S17-12	S17	12	Rothia_mucilaginosa	C1	0.2614	0.12	56
S17-12	S17	12	Streptococcus_mitis	C2	0.1032	0.24	37
S17-12	S17	12	Streptococcus_mitis	C7	0.0903	0.27	33
S17-12	S17	12	Streptococcus_mitis	C10	0.0903	0.18	25
S17-12	S17	12	Streptococcus_mitis	C1	0.0839	0.34	37
S17-12	S17	12	Streptococcus_mitis	C8	0.0710	0.19	28
S17-12	S17	12	Streptococcus_mitis	C15	0.0677	0.14	19
S17-12	S17	12	Streptococcus_mitis	C3	0.0645	0.32	33
S17-12	S17	12	Streptococcus_mitis	C0	0.0581	0.17	25
S17-12	S17	12	Streptococcus_mitis	C6	0.0581	0.29	46
S17-12	S17	12	Streptococcus_mitis	C13	0.0581	0.25	30
S17-12	S17	12	Streptococcus_mitis	C5	0.0516	0.22	33
S17-12	S17	12	Streptococcus_mitis	C12	0.0484	0.26	35
S17-12	S17	12	Streptococcus_mitis	C4	0.0452	0.29	47
S17-12	S17	12	Streptococcus_mitis	C11	0.0452	0.18	25
S17-12	S17	12	Streptococcus_mitis	C9	0.0323	0.22	35
S17-12	S17	12	Streptococcus_mitis	C14	0.0323	0.35	55
S17-12	S17	12	Streptococcus_oralis	C17	0.1356	0.12	20
S17-12	S17	12	Streptococcus_oralis	C2	0.1186	0.11	20
S17-12	S17	12	Streptococcus_oralis	C3	0.1102	0.13	24
S17-12	S17	12	Streptococcus_oralis	C14	0.0932	0.13	10
S17-12	S17	12	Streptococcus_oralis	C19	0.0847	0.13	10
S17-12	S17	12	Streptococcus_oralis	C12	0.0763	0.19	18
S17-12	S17	12	Streptococcus_oralis	C21	0.0678	0.12	10
S17-12	S17	12	Streptococcus_oralis	C6	0.0593	0.11	16
S17-12	S17	12	Streptococcus_oralis	C0	0.0508	0.15	14
S17-12	S17	12	Streptococcus_oralis	C5	0.0508	0.15	13
S17-12	S17	12	Streptococcus_oralis	C7	0.0508	0.18	10
S17-12	S17	12	Streptococcus_oralis	C18	0.0508	0.16	30
S17-12	S17	12	Streptococcus_oralis	C22	0.0508	0.10	22
S17-12	S17	12	Streptococcus_sanguinis	C22	0.1538	0.31	40
S17-12	S17	12	Streptococcus_sanguinis	C9	0.1141	0.27	16
S17-12	S17	12	Streptococcus_sanguinis	C15	0.1141	0.50	52
S17-12	S17	12	Streptococcus_sanguinis	C10	0.1042	0.22	58
S17-12	S17	12	Streptococcus_sanguinis	C6	0.0695	0.13	13
S17-12	S17	12	Streptococcus_sanguinis	C12	0.0596	0.20	23
S17-12	S17	12	Streptococcus_sanguinis	C14	0.0571	0.11	11
S17-12	S17	12	Streptococcus_sanguinis	C1	0.0496	0.33	12
S17-12	S17	12	Streptococcus_sanguinis	C4	0.0496	0.10	10
S17-12	S17	12	Streptococcus_sanguinis	C7	0.0496	0.14	22
S17-12	S17	12	Streptococcus_sanguinis	C11	0.0397	0.25	35
S17-12	S17	12	Streptococcus_sanguinis	C0	0.0372	0.28	33
S17-12	S17	12	Streptococcus_sanguinis	C3	0.0372	0.15	11
S17-12	S17	12	Streptococcus_sanguinis	C13	0.0372	0.16	10
S17-12	S17	12	Streptococcus_sanguinis	C2	0.0273	0.11	11
S17-12	S17	12	Veillonella_dispar	C7	0.9333	0.24	24
S17-12	S17	12	Veillonella_dispar	C1	0.0667	0.45	164
S17-12	S17	12	Veillonella_parvula	C7	1.0000	0.21	15
S17-14	S17	14	Actinomyces_odontolyticus	C2	0.3333	0.17	218
S17-14	S17	14	Actinomyces_odontolyticus	C1	0.2222	0.26	257
S17-14	S17	14	Actinomyces_odontolyticus	C4	0.2222	0.16	232
S17-14	S17	14	Actinomyces_odontolyticus	C6	0.2222	0.15	206
S17-14	S17	14	Gemella_haemolysans	C8	0.4000	0.29	14
S17-14	S17	14	Gemella_haemolysans	C10	0.3556	0.32	13
S17-14	S17	14	Gemella_haemolysans	C5	0.2000	0.32	10
S17-14	S17	14	Gemella_haemolysans	C3	0.0444	0.35	14
S17-14	S17	14	Granulicatella_adiacens	C8	0.3030	0.35	114
S17-14	S17	14	Granulicatella_adiacens	C10	0.2727	0.28	12
S17-14	S17	14	Granulicatella_adiacens	C9	0.2424	0.45	133
S17-14	S17	14	Granulicatella_adiacens	C3	0.1818	0.11	13
S17-14	S17	14	Haemophilus_parainfluenzae	C7	0.0904	0.22	27
S17-14	S17	14	Haemophilus_parainfluenzae	C1	0.0791	0.32	39
S17-14	S17	14	Haemophilus_parainfluenzae	C19	0.0734	0.40	47
S17-14	S17	14	Haemophilus_parainfluenzae	C13	0.0678	0.24	34
S17-14	S17	14	Haemophilus_parainfluenzae	C15	0.0678	0.31	31
S17-14	S17	14	Haemophilus_parainfluenzae	C18	0.0678	0.18	25
S17-14	S17	14	Haemophilus_parainfluenzae	C0	0.0565	0.26	45
S17-14	S17	14	Haemophilus_parainfluenzae	C9	0.0508	0.21	34
S17-14	S17	14	Haemophilus_parainfluenzae	C16	0.0508	0.13	23
S17-14	S17	14	Haemophilus_parainfluenzae	C2	0.0452	0.15	22
S17-14	S17	14	Haemophilus_parainfluenzae	C4	0.0452	0.29	41
S17-14	S17	14	Haemophilus_parainfluenzae	C6	0.0452	0.27	33
S17-14	S17	14	Haemophilus_parainfluenzae	C12	0.0452	0.16	14
S17-14	S17	14	Haemophilus_parainfluenzae	C14	0.0452	0.33	26
S17-14	S17	14	Haemophilus_parainfluenzae	C17	0.0452	0.11	23
S17-14	S17	14	Haemophilus_parainfluenzae	C3	0.0339	0.27	36
S17-14	S17	14	Haemophilus_parainfluenzae	C5	0.0339	0.23	27
S17-14	S17	14	Haemophilus_parainfluenzae	C8	0.0339	0.28	37
S17-14	S17	14	Haemophilus_parainfluenzae	C11	0.0226	0.20	12
S17-14	S17	14	Neisseria_subflava	C2	0.1778	0.32	201
S17-14	S17	14	Neisseria_subflava	C0	0.1556	0.26	141
S17-14	S17	14	Neisseria_subflava	C1	0.1111	0.39	197
S17-14	S17	14	Neisseria_subflava	C3	0.1111	0.25	127
S17-14	S17	14	Neisseria_subflava	C4	0.1111	0.28	125
S17-14	S17	14	Neisseria_subflava	C5	0.0889	0.26	94
S17-14	S17	14	Neisseria_subflava	C7	0.0889	0.36	44
S17-14	S17	14	Neisseria_subflava	C8	0.0889	0.24	32
S17-14	S17	14	Neisseria_subflava	C6	0.0667	0.24	106
S17-14	S17	14	Porphyromonas_gingivalis	C14	0.8136	0.14	15
S17-14	S17	14	Porphyromonas_gingivalis	C8	0.1434	0.13	11
S17-14	S17	14	Porphyromonas_gingivalis	C15	0.0430	0.15	18
S17-14	S17	14	Prevotella_melaninogenica	C9	0.1851	0.53	235
S17-14	S17	14	Prevotella_melaninogenica	C8	0.1670	0.54	233
S17-14	S17	14	Prevotella_melaninogenica	C4	0.1422	0.47	168
S17-14	S17	14	Prevotella_melaninogenica	C1	0.1242	0.39	215
S17-14	S17	14	Prevotella_melaninogenica	C7	0.0813	0.36	124
S17-14	S17	14	Prevotella_melaninogenica	C2	0.0632	0.47	132
S17-14	S17	14	Prevotella_melaninogenica	C3	0.0519	0.35	82
S17-14	S17	14	Prevotella_melaninogenica	C0	0.0497	0.47	138
S17-14	S17	14	Prevotella_melaninogenica	C10	0.0497	0.44	121
S17-14	S17	14	Prevotella_melaninogenica	C5	0.0429	0.26	75
S17-14	S17	14	Prevotella_melaninogenica	C6	0.0429	0.31	73
S17-14	S17	14	Rothia_dentocariosa	C1	0.3500	0.42	125
S17-14	S17	14	Rothia_dentocariosa	C12	0.3000	0.12	28
S17-14	S17	14	Rothia_dentocariosa	C3	0.2000	0.65	167
S17-14	S17	14	Rothia_dentocariosa	C7	0.1500	0.10	15
S17-14	S17	14	Rothia_mucilaginosa	C1	0.1299	0.19	79
S17-14	S17	14	Rothia_mucilaginosa	C0	0.1169	0.18	55
S17-14	S17	14	Rothia_mucilaginosa	C5	0.1039	0.11	49
S17-14	S17	14	Rothia_mucilaginosa	C8	0.1039	0.16	35
S17-14	S17	14	Rothia_mucilaginosa	C9	0.1039	0.12	30
S17-14	S17	14	Rothia_mucilaginosa	C10	0.1039	0.26	134
S17-14	S17	14	Rothia_mucilaginosa	C2	0.0909	0.14	32
S17-14	S17	14	Rothia_mucilaginosa	C6	0.0909	0.13	24
S17-14	S17	14	Rothia_mucilaginosa	C4	0.0779	0.19	69
S17-14	S17	14	Rothia_mucilaginosa	C7	0.0779	0.13	25
S17-14	S17	14	Streptococcus_gordonii	C7	0.3143	0.20	11
S17-14	S17	14	Streptococcus_gordonii	C9	0.1429	0.18	20
S17-14	S17	14	Streptococcus_gordonii	C6	0.1286	0.16	20
S17-14	S17	14	Streptococcus_gordonii	C4	0.1143	0.26	12
S17-14	S17	14	Streptococcus_gordonii	C10	0.1143	0.20	13
S17-14	S17	14	Streptococcus_gordonii	C2	0.1000	0.26	14
S17-14	S17	14	Streptococcus_gordonii	C5	0.0857	0.24	18
S17-14	S17	14	Streptococcus_mitis	C0	0.1090	0.17	23
S17-14	S17	14	Streptococcus_mitis	C7	0.1026	0.32	38
S17-14	S17	14	Streptococcus_mitis	C13	0.0962	0.29	35
S17-14	S17	14	Streptococcus_mitis	C15	0.0897	0.20	25
S17-14	S17	14	Streptococcus_mitis	C6	0.0737	0.35	55
S17-14	S17	14	Streptococcus_mitis	C5	0.0577	0.24	39
S17-14	S17	14	Streptococcus_mitis	C8	0.0577	0.20	30
S17-14	S17	14	Streptococcus_mitis	C12	0.0545	0.26	39
S17-14	S17	14	Streptococcus_mitis	C2	0.0513	0.25	40
S17-14	S17	14	Streptococcus_mitis	C3	0.0513	0.27	23
S17-14	S17	14	Streptococcus_mitis	C9	0.0513	0.22	37
S17-14	S17	14	Streptococcus_mitis	C10	0.0449	0.19	26
S17-14	S17	14	Streptococcus_mitis	C11	0.0449	0.21	27
S17-14	S17	14	Streptococcus_mitis	C1	0.0385	0.43	44
S17-14	S17	14	Streptococcus_mitis	C4	0.0385	0.36	50
S17-14	S17	14	Streptococcus_mitis	C14	0.0385	0.44	74
S17-14	S17	14	Streptococcus_oralis	C4	0.1423	0.22	18
S17-14	S17	14	Streptococcus_oralis	C7	0.0962	0.18	14
S17-14	S17	14	Streptococcus_oralis	C18	0.0962	0.44	87
S17-14	S17	14	Streptococcus_oralis	C6	0.0846	0.17	24
S17-14	S17	14	Streptococcus_oralis	C19	0.0692	0.19	18
S17-14	S17	14	Streptococcus_oralis	C17	0.0615	0.24	39
S17-14	S17	14	Streptococcus_oralis	C22	0.0615	0.14	29
S17-14	S17	14	Streptococcus_oralis	C3	0.0577	0.27	44
S17-14	S17	14	Streptococcus_oralis	C2	0.0462	0.19	30
S17-14	S17	14	Streptococcus_oralis	C5	0.0462	0.20	15
S17-14	S17	14	Streptococcus_oralis	C20	0.0462	0.18	12
S17-14	S17	14	Streptococcus_oralis	C14	0.0423	0.23	19
S17-14	S17	14	Streptococcus_oralis	C21	0.0423	0.20	20
S17-14	S17	14	Streptococcus_oralis	C12	0.0308	0.26	20
S17-14	S17	14	Streptococcus_oralis	C16	0.0308	0.45	74
S17-14	S17	14	Streptococcus_oralis	C0	0.0231	0.22	26
S17-14	S17	14	Streptococcus_oralis	C15	0.0231	0.19	14
S17-14	S17	14	Streptococcus_parasanguinis	C16	0.1704	0.15	14
S17-14	S17	14	Streptococcus_parasanguinis	C1	0.1333	0.23	21
S17-14	S17	14	Streptococcus_parasanguinis	C10	0.0963	0.17	17
S17-14	S17	14	Streptococcus_parasanguinis	C12	0.0889	0.16	13
S17-14	S17	14	Streptococcus_parasanguinis	C15	0.0889	0.23	25
S17-14	S17	14	Streptococcus_parasanguinis	C4	0.0593	0.19	16
S17-14	S17	14	Streptococcus_parasanguinis	C17	0.0593	0.13	12
S17-14	S17	14	Streptococcus_parasanguinis	C2	0.0519	0.16	15
S17-14	S17	14	Streptococcus_parasanguinis	C7	0.0444	0.16	17
S17-14	S17	14	Streptococcus_parasanguinis	C8	0.0444	0.14	11
S17-14	S17	14	Streptococcus_parasanguinis	C9	0.0444	0.23	20
S17-14	S17	14	Streptococcus_parasanguinis	C0	0.0296	0.15	10
S17-14	S17	14	Streptococcus_parasanguinis	C5	0.0296	0.28	26
S17-14	S17	14	Streptococcus_parasanguinis	C11	0.0296	0.14	13
S17-14	S17	14	Streptococcus_parasanguinis	C13	0.0296	0.13	16
S17-14	S17	14	Streptococcus_salivarius	C5	0.2676	0.31	16
S17-14	S17	14	Streptococcus_salivarius	C0	0.1972	0.35	35
S17-14	S17	14	Streptococcus_salivarius	C6	0.1268	0.15	16
S17-14	S17	14	Streptococcus_salivarius	C10	0.1268	0.15	13
S17-14	S17	14	Streptococcus_salivarius	C11	0.0915	0.23	11
S17-14	S17	14	Streptococcus_salivarius	C1	0.0775	0.27	25
S17-14	S17	14	Streptococcus_salivarius	C7	0.0704	0.15	13
S17-14	S17	14	Streptococcus_salivarius	C2	0.0423	0.26	21
S17-14	S17	14	Streptococcus_sanguinis	C2	0.3333	0.35	33
S17-14	S17	14	Streptococcus_sanguinis	C11	0.1778	0.15	19
S17-14	S17	14	Streptococcus_sanguinis	C5	0.1111	0.16	17
S17-14	S17	14	Streptococcus_sanguinis	C7	0.1111	0.42	56
S17-14	S17	14	Streptococcus_sanguinis	C4	0.0889	0.15	14
S17-14	S17	14	Streptococcus_sanguinis	C14	0.0889	0.12	15
S17-14	S17	14	Streptococcus_sanguinis	C0	0.0444	0.21	18
S17-14	S17	14	Streptococcus_sanguinis	C12	0.0444	0.15	12
S17-14	S17	14	Veillonella_atypica	C10	0.2143	0.44	65
S17-14	S17	14	Veillonella_atypica	C8	0.1429	0.38	52
S17-14	S17	14	Veillonella_atypica	C2	0.0893	0.35	54
S17-14	S17	14	Veillonella_atypica	C3	0.0893	0.18	20
S17-14	S17	14	Veillonella_atypica	C6	0.0893	0.14	21
S17-14	S17	14	Veillonella_atypica	C9	0.0893	0.13	11
S17-14	S17	14	Veillonella_atypica	C11	0.0893	0.21	13
S17-14	S17	14	Veillonella_atypica	C1	0.0536	0.35	45
S17-14	S17	14	Veillonella_atypica	C5	0.0536	0.19	17
S17-14	S17	14	Veillonella_atypica	C7	0.0536	0.29	21
S17-14	S17	14	Veillonella_atypica	C4	0.0357	0.21	16
S17-14	S17	14	Veillonella_dispar	C7	0.2271	0.42	44
S17-14	S17	14	Veillonella_dispar	C1	0.1397	0.73	370
S17-14	S17	14	Veillonella_dispar	C14	0.1397	0.28	21
S17-14	S17	14	Veillonella_dispar	C9	0.1223	0.23	47
S17-14	S17	14	Veillonella_dispar	C8	0.0699	0.21	17
S17-14	S17	14	Veillonella_dispar	C10	0.0655	0.23	20
S17-14	S17	14	Veillonella_dispar	C2	0.0611	0.27	16
S17-14	S17	14	Veillonella_dispar	C6	0.0611	0.24	28
S17-14	S17	14	Veillonella_dispar	C12	0.0437	0.28	22
S17-14	S17	14	Veillonella_dispar	C5	0.0349	0.29	15
S17-14	S17	14	Veillonella_dispar	C11	0.0349	0.27	29
S17-14	S17	14	Veillonella_parvula	C7	0.1606	0.37	39
S17-14	S17	14	Veillonella_parvula	C10	0.1241	0.39	41
S17-14	S17	14	Veillonella_parvula	C9	0.1168	0.43	42
S17-14	S17	14	Veillonella_parvula	C11	0.1168	0.31	23
S17-14	S17	14	Veillonella_parvula	C0	0.0876	0.30	31
S17-14	S17	14	Veillonella_parvula	C3	0.0876	0.31	26
S17-14	S17	14	Veillonella_parvula	C4	0.0730	0.35	17
S17-14	S17	14	Veillonella_parvula	C5	0.0730	0.47	29
S17-14	S17	14	Veillonella_parvula	C12	0.0584	0.30	24
S17-14	S17	14	Veillonella_parvula	C6	0.0438	0.21	12
S17-14	S17	14	Veillonella_parvula	C2	0.0292	0.26	13
S17-14	S17	14	Veillonella_parvula	C8	0.0292	0.20	15
S17-1	S17	1	Actinomyces_odontolyticus	C5	0.6250	0.48	674
S17-1	S17	1	Actinomyces_odontolyticus	C2	0.2500	0.13	133
S17-1	S17	1	Actinomyces_odontolyticus	C6	0.1250	0.17	192
S17-1	S17	1	Gemella_haemolysans	C8	0.2779	0.42	28
S17-1	S17	1	Gemella_haemolysans	C12	0.1913	0.20	11
S17-1	S17	1	Gemella_haemolysans	C10	0.1547	0.45	18
S17-1	S17	1	Gemella_haemolysans	C5	0.1075	0.32	11
S17-1	S17	1	Gemella_haemolysans	C3	0.0839	0.33	17
S17-1	S17	1	Gemella_haemolysans	C0	0.0734	0.29	14
S17-1	S17	1	Gemella_haemolysans	C9	0.0695	0.16	16
S17-1	S17	1	Gemella_haemolysans	C6	0.0419	0.19	19
S17-1	S17	1	Granulicatella_adiacens	C6	0.1406	0.22	13
S17-1	S17	1	Granulicatella_adiacens	C7	0.1094	0.30	15
S17-1	S17	1	Granulicatella_adiacens	C8	0.1094	0.23	80
S17-1	S17	1	Granulicatella_adiacens	C9	0.1094	0.26	85
S17-1	S17	1	Granulicatella_adiacens	C10	0.1094	0.38	20
S17-1	S17	1	Granulicatella_adiacens	C3	0.1016	0.28	46
S17-1	S17	1	Granulicatella_adiacens	C4	0.0938	0.24	14
S17-1	S17	1	Granulicatella_adiacens	C5	0.0859	0.26	30
S17-1	S17	1	Granulicatella_adiacens	C11	0.0781	0.19	14
S17-1	S17	1	Granulicatella_adiacens	C2	0.0625	0.27	20
S17-1	S17	1	Haemophilus_parainfluenzae	C1	0.1576	0.32	48
S17-1	S17	1	Haemophilus_parainfluenzae	C14	0.1126	0.35	32
S17-1	S17	1	Haemophilus_parainfluenzae	C19	0.0844	0.42	64
S17-1	S17	1	Haemophilus_parainfluenzae	C4	0.0713	0.52	92
S17-1	S17	1	Haemophilus_parainfluenzae	C3	0.0694	0.46	80
S17-1	S17	1	Haemophilus_parainfluenzae	C0	0.0544	0.25	48
S17-1	S17	1	Haemophilus_parainfluenzae	C6	0.0525	0.24	35
S17-1	S17	1	Haemophilus_parainfluenzae	C13	0.0516	0.26	42
S17-1	S17	1	Haemophilus_parainfluenzae	C15	0.0507	0.44	45
S17-1	S17	1	Haemophilus_parainfluenzae	C18	0.0432	0.13	21
S17-1	S17	1	Haemophilus_parainfluenzae	C9	0.0413	0.22	34
S17-1	S17	1	Haemophilus_parainfluenzae	C8	0.0394	0.28	46
S17-1	S17	1	Haemophilus_parainfluenzae	C12	0.0394	0.22	27
S17-1	S17	1	Haemophilus_parainfluenzae	C2	0.0338	0.33	60
S17-1	S17	1	Haemophilus_parainfluenzae	C16	0.0263	0.28	64
S17-1	S17	1	Haemophilus_parainfluenzae	C7	0.0244	0.26	38
S17-1	S17	1	Haemophilus_parainfluenzae	C17	0.0244	0.38	90
S17-1	S17	1	Haemophilus_parainfluenzae	C11	0.0235	0.23	23
S17-1	S17	1	Neisseria_subflava	C7	0.1550	0.38	50
S17-1	S17	1	Neisseria_subflava	C1	0.1505	0.67	405
S17-1	S17	1	Neisseria_subflava	C3	0.1314	0.29	163
S17-1	S17	1	Neisseria_subflava	C5	0.1224	0.35	162
S17-1	S17	1	Neisseria_subflava	C0	0.1218	0.31	169
S17-1	S17	1	Neisseria_subflava	C8	0.1110	0.24	32
S17-1	S17	1	Neisseria_subflava	C2	0.0842	0.25	169
S17-1	S17	1	Neisseria_subflava	C6	0.0753	0.32	173
S17-1	S17	1	Neisseria_subflava	C4	0.0485	0.37	195
